coffee name,coffee rating,roaster name,roaster city,coffee origin country,coffee origin city,roast level,price,aroma,acidity,body,flavor,aftertaste,species (variety),price per kg USD,roaster country
Hawaii Ka‘ū Bourbon Anaerobic Natural,95,Paradise Roasters,Minneapolis,Hawaii,Ka‘ū growing region,Medium-Light,30.0,9,9,9,9,9,Bourbon,264.55026455026456,United States of America
Chelchele Ethiopia,94,JBC Coffee Roasters,Madison,Ethiopia,Gedeb District;Gedeo Zone,Medium-Light,19.0,9,9,9,9,8,Landrace,55.85114200887739,United States of America
Colombia Antioquia Magico,94,Paradise Roasters,Minneapolis,Colombia,Urrao;Antioquia Department,Light,19.0,9,9,9,9,8,,111.69900058788949,United States of America
Costa Rica Hacienda La Minita,94,RamsHead Coffee Roasters,Bozeman,Costa Rica,Los Santos;Tarrazú,Medium-Light,17.5,9,9,9,9,8,Caturra,51.441841323966024,United States of America
El Salvador Aida Batlle La Florida Natural,95,Moore Coffee,Ventura,El Salvador,Apaneca-Ilamatepec growing region,Medium-Light,18.65,9,9,9,9,9,Bourbon;Pacas,54.82230518239807,United States of America
Colombia Geisha Cordillera,95,Nostalgia Coffee Roasters,San Diego,Colombia,Santa Barbara;Antioquia Department,Medium-Light,65.0,9,9,9,9,9,Geisha,286.59611992945327,United States of America
Ethiopia Raro Boda,94,Bird Rock Coffee Roasters,San Diego,Ethiopia,Guji Zone;Oromia Region,Medium-Light,22.0,9,9,9,9,8,Landrace,64.66974337870015,United States of America
Costa Rica Bounty Gesha,94,Barrington Coffee Roasting Co.,Lee,Costa Rica,Dota;Tarrazú growing region,Medium-Light,39.45,9,9,9,9,8,Geisha,115.96460801316911,United States of America
Panama Static Gesha Natural,95,PT's Coffee Roasting Co.,Topeka,Panama,Boquete growing region,Medium-Light,45.0,9,9,9,9,9,Geisha;Java,132.2790205473412,United States of America
Panama La Mula Geisha Washed,95,GK Coffee,Yilan,Panama,Chiriqui Province,Light,59.4,9,9,9,9,9,Geisha,990.0,China
Esmeralda Estate Panama Geisha,94,Difference Coffee,London,Panama,Boquete growing region,,83.5,9,9,9,8,9,Geisha,,United Kingdom
Costa Rica San Gabriel SL28 Anaerobic Natural,94,GK Coffee,Yilan,Costa Rica,Mercedes Sur;Turrubares;San José Province,Medium-Light,19.8,9,9,9,9,8,SL28,99.0,China
Burundi Kibingo Intenso,94,Regent Coffee,Glendale,Burundi,Kayanza Province,Medium-Light,21.0,9,9,8,9,9,Bourbon,61.73020958875922,United States of America
Ecuador Peñaherrera AAA,95,Bird Rock Coffee Roasters,San Diego,Ecuador,Ibarra;Imbabura Province,Medium-Light,25.0,9,9,9,9,9,Bourbon;Caturra,73.48834474852288,United States of America
Panama Hacienda La Esmeralda Porton 5N49 Gesha Natural,95,PT's Coffee Roasting Co.,Topeka,Panama,Alto Quiel,Medium-Light,65.0,9,9,9,10,8,Geisha;Java,286.59611992945327,United States of America
Kona SL34 Champagne Natural Uluwehi Farm,95,Paradise Roasters,Minneapolis,Hawaii,Holualoa;Kona,Medium-Light,30.0,9,9,9,9,9,SL34,264.55026455026456,United States of America
Ethiopia Yirgacheffe Adado,94,Merge Coffee Company,Harrisonburg,Ethiopia,Yirgacheffe growing region,Medium-Light,18.99,9,9,9,9,8,Heirloom,55.82174667097798,United States of America
Tanzania Mbeya Mimba,95,Roadmap CoffeeWorks,Lexington,United Republic of Tanzania,Mbozi;Mbeya growing region,Medium-Light,18.75,9,9,9,9,9,Bourbon,55.116258561392165,United States of America
Costa Rica La Chumeca,94,Roadmap CoffeeWorks,Lexington,Costa Rica,Santa Maria de Dota,Medium-Light,23.0,9,9,9,9,8,Caturra;Catuai,67.60927716864106,United States of America
Gesha Spirits,95,Mostra Coffee,San Diego,Colombia,Huila,Medium-Light,24.5,9,9,9,10,8,Geisha,157.13186249358645,United States of America
Kenya Nyeri Hill Farm AA TOP,94,Buon Caffe,Taipei,Kenya,Nyeri growing region,Medium-Light,11.52,9,9,9,9,8,,50.793650793650784,Taiwan
Costa Rica Las Montañas Honey,94,Jackrabbit Java,Thermopolis,Costa Rica,Tarrazú growing region,Medium-Light,14.0,9,9,9,9,8,Java,41.15347305917282,United States of America
Colombia Finca La Guaca Ají,94,Equator Coffees,San Rafael,Colombia,Pitalito Municipality;Huila Department,Light,19.5,9,9,9,9,8,Landrace,114.63844797178132,United States of America
Kenya Washed Kiambu Uklili AB Espresso,96,Kakalove Cafe,Chia-Yi,Kenya,Kiambu growing region,Medium-Light,13.2,9,9,9,9,10,SL28;SL34,58.201058201058196,Taiwan
Karatina Kenya,95,JBC Coffee Roasters,Madison,Kenya,Nyeri County,Medium-Light,23.0,9,9,9,9,9,SL28;SL34;Batian,67.60927716864106,United States of America
Karamo Ethiopia,94,JBC Coffee Roasters,Madison,Ethiopia,Sidama growing region,Medium-Light,19.0,9,9,9,9,8,,55.85114200887739,United States of America
Ethiopia Natural Shakisso Mormora 74112,95,Kakalove Cafe,Chia-Yi,Ethiopia,Guji Zone;Oromia Region,Medium-Light,10.73,9,9,9,9,9,,47.31040564373898,Taiwan
Ethiopia Washed Shakisso Mormora 74112,95,Kakalove Cafe,Chia-Yi,Ethiopia,Guji Zone;Oromia Region,Medium-Light,10.73,9,9,9,9,9,,47.31040564373898,Taiwan
Tang Bohu Espresso Blend,95,Simon Hsieh Aroma Roast Coffees,Taoyuan,Ethiopia;Kenya;Colombia;Costa Rica,,Medium,21.45,9,9,9,9,9,,94.57671957671957,Taiwan
Colombia Quindio Anaerobic Natural,94,Paradise Roasters,Minneapolis,Colombia,Quindio Department,Medium-Light,30.0,9,8,9,9,9,,88.18601369822746,United States of America
Colombia Tres Dragones Natural,94,PT's Coffee Roasting Co.,Topeka,Colombia,Caicedonia;Valle de Cauca Department,Medium-Light,25.0,9,9,9,8,9,Java,73.48834474852288,United States of America
Colombia Finca Jardines del Eden Ice Fermentation Natural,94,GK Coffee,Yilan,Colombia,Cauca Department,Medium-Light,16.5,9,9,9,8,9,Caturra,165.0,China
Honduras Natural San Vicente Belarmino Contreras Pacas,94,Kakalove Cafe,Chia-Yi,Honduras,Santa Barbara Department,Medium-Light,9.08,9,9,9,8,9,Pacas,40.035273368606695,Taiwan
Chasing Horizon Natural Espresso,95,Simon Hsieh Aroma Roast Coffees,Taoyuan,Ethiopia,,Medium,26.4,9,9,9,8,10,,116.40211640211639,Taiwan
Supernatural,95,Barrington Coffee Roasting,Lee,Ethiopia,Sidama Region,Medium-Light,18.45,9,9,10,8,9,Landrace,54.23439842440988,United States of America
Ethiopia Alemaza Natural SOE,95,Felala Coffee Lab,Taipei,Ethiopia,Sidama Region,Medium-Light,11.88,9,9,9,9,9,Landrace,52.38095238095238,Taiwan
Kona Natural Espresso,95,Hula Daddy Kona Coffee,Holualoa,Hawaii,Holualoa;North Kona growing district,Medium-Light,62.95,9,9,9,9,9,Typica,277.5573192239859,United States of America
Colombia Tres Dragones,95,modcup coffee,Jersey City,Colombia,Caicedonia;Valle de Cauca Department,Medium-Light,22.5,9,9,9,9,9,,79.36507936507937,United States of America
Colombia Pink Bourbon,94,Paradise Roasters,Minneapolis,Colombia,Pitalito;Huila Department,Medium-Light,19.0,9,9,9,9,8,Bourbon,111.69900058788949,United States of America
Peru Gesha,94,SkyTop Coffee,Manlius,Peru,Pacaybamba growing region,Medium-Light,30.0,9,9,9,9,8,Geisha,88.18601369822746,United States of America
Ecuador Loja Hacienda La Papaya Bourbon Sidra 168hr Anaerobic Natural,95,Taster's Coffee,Taipei,Ecuador,San Lorenzo;Saraguro;Loja,Light,10.89,10,9,9,9,8,Bourbon,96.3716814159292,Taiwan
Panama Finca Deborah Afterglow Geisha Natural,95,Mute Roaster,Macao,Panama,Volcán growing region;Chiriquí Province,Light,63.25,9,9,9,9,9,Geisha,602.3809523809523,China
Colombia Exótico De Altura,94,Oak & Bond Coffee Company,Charlotte,Colombia,Giraldo;Antioquia,Medium-Light,18.0,9,8,9,9,9,Castillo;Caturra,52.91160821893648,United States of America
Ethiopia Dawencho 74110 Natural Espresso,94,Quartet Kaffe,Taipei,Ethiopia,Arbegona;Sidama Region,Medium-Light,20.46,9,9,9,8,9,74110,204.6,Taiwan
Kenya Nyeri Yerihar AA Top Lot 21/01,94,Atom Coffee Roasters,Douliou City,Kenya,Nyeri growing region,Medium-Light,14.85,9,9,9,9,8,,67.5,Taiwan
Colombia Wush Wush Dynamic Natural,95,SÖT Coffee Roaster,Osaka,Colombia,San Augustín;Huila Department,Light,33.0,9,9,9,9,9,Wush Wush,165.0,Japan
Rwanda Gatare,94,Nostalgia Coffee Roasters,San Diego,Rwanda,Nyamasheke District;Western Province,Medium-Light,22.0,9,9,9,9,8,Bourbon,64.66974337870015,United States of America
Costa Rica Naranjo Danilo Salazar Arias,94,Coffee by Design,Portland,Costa Rica,Alajuela,Medium-Light,23.0,9,9,9,9,8,Caturra;Villa Sarchi;Catuai,67.60927716864106,United States of America
Ethiopia Guji Shakiso G1 Honey,94,VERYTIME,Taoyuan,Ethiopia,Sidama growing region,Medium-Light,13.2,9,9,9,9,8,Heirloom,58.201058201058196,Taiwan
Yemen Haraaz Red Mahal Aqeeq ul Station Natural,97,PT's Coffee Roasting Co.,Topeka,Yemen,Sharqi;Haraaz,Medium-Light,35.0,10,9,9,10,9,Heirloom;Java,154.320987654321,United States of America
Brazil Fazenda Samambaia Natural Fermentation Arara,95,Kakalove Cafe,Chia-Yi,Brazil,Santo Antônio do Amparo;Minas Gerais State,Medium-Light,19.8,9,9,9,9,9,,87.30158730158729,Taiwan
Costa Rica Canet Musician Series Bach Raisin Honey,94,Cafe Red Bean Shop,Taipei,Costa Rica,Tarrazu,Medium-Light,18.15,9,8,9,9,9,Caturra,79.95594713656386,Taiwan
Peru Amazonas Los Santos Geisha Natural,95,Cafe Red Bean Shop,Taipei,Peru,Utcubamba Province;Amazonas region,Light,31.35,9,9,9,10,8,Geisha,138.1057268722467,Taiwan
Ethiopia Odola Washed,95,Ramshead Coffee Roasters,Bozeman,Ethiopia,Uraga;Guji Zone;Oromia Region,Light,18.95,9,9,9,10,8,Heirloom,55.704165319380344,United States of America
Minanga Village Sulawesi,94,JBC Coffee Roasters,Madison,Indonesia,Toraja growing region;south-central Sulawesi,Medium-Light,24.0,9,8,9,9,9,,70.54881095858197,United States of America
Ka‘ū Tropical Punch Washed,94,Paradise Roasters,Minneapolis,Hawaii,Ka‘ū,Medium-Light,25.0,9,9,9,9,8,Bourbon;Catuai,220.4585537918871,United States of America
Kenya Peaberry Top Hill Farm Espresso,95,GK Coffee,Yila,Kenya,Nyeri growing region,Medium,18.15,9,9,9,9,9,SL28;SL34,90.75,Democratic Republic of the Congo
Ethiopia Belayneh Bariso Natural,95,Ramshead Coffee Roasters,Bozeman,Ethiopia,Sidama growing region,Medium-Light,19.5,9,9,9,9,9,Heirloom,57.32090890384785,United States of America
Yemen Al Mashtal Al Burhani,95,Paradise Roasters,Minneapolis,Yemen,Haraaz,Medium-Light,30.0,9,9,9,9,9,Heirloom,264.55026455026456,United States of America
Ka‘ū Lactic Natural,95,Paradise Roasters,Minneapolis,Hawaii,Ka‘ū,Medium-Light,30.0,9,9,9,9,9,Catuai,264.55026455026456,United States of America
Colombia Finca El Paraiso Castillo Red Plum,94,Paradise Roasters,Minneapolis,Colombia,Cauca Department,Light,16.0,9,9,9,9,9,Castillo,141.09347442680775,United States of America
Ethiopia Guji Uraga Tebe Burku Natural,94,Cozy House Coffee,Taipei,Ethiopia,Guji Zone;Oromia Region,Medium-Light,11.55,9,9,9,9,8,Landrace,50.881057268722465,Taiwan
British Style Espresso Blend,95,Cozy House Coffee,Taipei,Panama;Honduras;Ethiopia,,Medium,16.5,9,9,9,9,9,,72.68722466960352,Taiwan
Costa Rica Brunca Rivense Las Moras Black Honey,94,Cozy House Coffee,Taipei,Costa Rica,Brunca growing region,Medium-Light,13.2,9,9,9,9,8,Catuai,58.14977973568282,Taiwan
Ethiopia Yirgacheffe Hama Washed,94,Cozy House Coffee,Taipei,Ethiopia,Yirgacheffe growing region,Medium-Light,11.55,9,9,9,9,8,Landrace,50.881057268722465,Taiwan
Peru Washed Santa Monica Gesha,96,Kakalove Cafe,Chia-Yi,Peru,Amaybamba;Cusco,Medium-Light,23.1,9,9,9,10,9,Geisha,203.7037037037037,Taiwan
Taiwan Washed Alishan Ching-Ye Farm SL34,94,Kakalove Cafe,Chia-Yi,Taiwan,Alishan;Chia-Yi,Medium-Light,13.2,9,9,9,9,8,SL34,116.40211640211639,Taiwan
Ethiopia Guji Odo Shakiso,94,Merge Coffee Company,Harrisonburg,Ethiopia,Guji Zone;Oromia Region,Medium-Light,17.99,9,9,9,9,8,Landrace,52.88221288103706,United States of America
Ethiopia Sidamo Karamo,95,Jaunt Coffee Roasters,San Diego,Ethiopia,Sidamo growing region,Light,26.0,9,9,9,9,9,Landrace,76.4278785384638,United States of America
Gigesa Ethiopia,94,JBC Coffee Roasters,Madison,Ethiopia,Guji Zone;Oromia Region,Medium-Light,19.0,9,9,9,9,8,Landrace,55.85114200887739,United States of America
Oahu Triple-Bourbon “Sparkling” Yeast Ferment,94,Rusty's Hawaiian,Pahala,Hawaii,Maunawili growing region;southeastern Oahu,Medium-Light,17.0,9,9,9,9,8,Bourbon,149.91181657848324,United States of America
Colombia Ibague Tolima,94,Jaunt Coffee Roasters,San Diego,Colombia,Tolima Department,Light,26.0,9,9,9,9,8,Caturra,76.4278785384638,United States of America
Kenya Karatu,94,Roadmap Coffeeworks,Kiambu County,Kenya,Kiambu County,Medium-Light,23.5,9,9,9,9,8,K7;Batian;Ruiru 11,69.0790440636115,Kenya
Ecuador Taza Dorada Finca Cruz Loma,96,Paradise Roasters,Minneapolis,Ecuador,San Jose de Minas;Pichincha,Medium-Light,140.0,9,9,9,10,9,Typica,1234.567901234568,United States of America
Kona Bourbon Champagne Natural Uluwehi Farm,95,Paradise Roasters,Minneapolis,Hawaii,Holualoa;Kona,Medium-Light,30.0,9,9,9,9,9,Bourbon;SL34;Robusta,264.55026455026456,United States of America
Panama Hacienda La Esmeralda Geisha Washed,95,GK Coffee,Yilan,Panama,Boquete growing region,Medium,26.4,9,9,9,9,9,Geisha,264.0,China
Peru Garden of Eden Farcent Geisha Anaerobic Washed,94,GK Coffee,Yilan,Peru,Villa Rica District;Pasco Department,Medium-Light,23.1,9,9,9,9,8,Geisha,231.0,China
Pointu Laurina,95,Hula Daddy Kona Coffee,Holualoa,Hawaii,Holualoa;North Kona growing district,Medium,65.95,9,9,9,9,9,Bourbon,290.7848324514991,United States of America
Ecuador Finca Cruz Loma,95,Simon Hsieh Aroma Roast Coffees,Taoyuan,Ecuador,San Jose de Minas;Pichincha,Medium-Dark,118.8,9,9,9,9,9,Typica,1188.0,Taiwan
Aged Sumatra Semiga,94,Paradise Roasters,Minneapolis,Indonesia,Simalungun;Sumatra,Medium-Dark,30.0,9,9,9,9,8,Robusta;Typica,88.18601369822746,United States of America
Indonesia Sumatra Kerinci Valley,94,Mostra Coffee,San Diego,Indonesia,Mount Kerinci Highlands;Sumatra,Medium,24.5,9,9,9,9,8,,72.01857785355243,United States of America
Ka’u Classic Dark,94,Rusty's Hawaiian,Pahala,Hawaii,Ka’u growing region,Medium,19.95,9,9,9,9,8,Typica,100.52910052910053,United States of America
Sumatra Boru Batak,95,Bird Rock Coffee Roasters,San Diego,Indonesia,Lintongnihuta;northern Sumatra,Medium-Light,17.5,9,9,9,10,8,S795,61.72839506172839,United States of America
Barokah Honey Sumatra,95,JBC Coffee Roasters,Madison,Indonesia,Gunung Tujuh;Kerinci;Sumatra,Medium-Light,19.0,9,9,9,9,9,,55.85114200887739,United States of America
Colombia Finca La Primavera Sidra,96,Paradise Roasters,Minneapolis,Colombia,Huila,Light,48.0,9,9,9,10,9,Robusta,141.09762191716393,United States of America
Ethiopia Natural Guji Dasaya SP,95,Kakalove Cafe,Chia-Yi,Ethiopia,Guji Zone;Oromia Region,Medium-Light,11.55,9,9,9,9,9,Landrace,50.925925925925924,Taiwan
Ethiopia Anaerobic Shantawene,94,SkyTop Coffee,Manlius,Ethiopia,Sidamo (also Sidama) growing region,Medium-Light,20.0,9,9,9,9,8,,58.79067579881831,United States of America
Ethiopia Bensa Asefa Qonqana,94,Jaunt Coffee Roasters,San Diego,Ethiopia,Sidamo (also Sidama) growing region,Light,26.0,9,9,9,9,8,Landrace,76.4278785384638,United States of America
Ethiopia Durato Bombe,94,Magnolia Coffee,Charlotte,Ethiopia,Bombe mountains;Sidama Region,Medium-Light,19.0,9,9,9,9,8,Landrace,55.85114200887739,United States of America
Ethiopia Washed Shantawene,94,SkyTop Coffee,Manlius,Ethiopia,Sidamo (also Sidama) growing region,Medium-Light,20.0,9,9,9,9,8,,58.79067579881831,United States of America
Indonesia Sumatra Natural Aceh Musara SC19,94,Kakalove Cafe,Chia-Yi,Burundi,Aceh Province,Light,11.55,9,9,9,9,8,,50.925925925925924,Taiwan
Kenya Washed Kabingara AA,94,Kakalove Cafe,Chia-Yi,Kenya,Kirinyaga County,Medium-Light,11.88,9,9,9,9,8,,52.38095238095238,Taiwan
Kenya Nyeri Jungle Estate Red Cherry SLD Anaerobic Natural,95,Vennel Coffee,Taipei,Kenya,Nyeri growing region,Medium-Light,24.75,9,9,9,9,9,,109.03083700440529,Taiwan
Lugmapata Ecuador,95,JBC Coffee Roasters,Madison,Ecuador,Pallatanga;Chimborazo Province,Medium-Light,18.0,9,9,9,9,9,,79.36507936507937,United States of America
Red Sunset by Andres Cardona,94,Nostalgia Coffee Roasters,San Diego,Colombia,Santa Bárbara;Antioquia Department,Medium-Light,24.0,9,9,9,9,8,Castillo,70.54881095858197,United States of America
Macarena Colombia,94,JBC Coffee Roasters,Madison,Colombia,Piendamó;Cauca Department,Medium-Light,18.0,9,9,9,9,8,,79.36507936507937,United States of America
Haraaz Red Yemen,94,JBC Coffee Roasters,Madison,Yemen,Al Mashtal ul Burhani,Medium-Light,25.0,9,9,9,9,8,,110.22927689594356,United States of America
El Salvador Anarquia Pacamara,94,Tipico Coffee,Buffalo,El Salvador,Apaneca,Light,22.0,9,9,9,9,8,Pacamara,64.66974337870015,United States of America
Colombia Sidra Natural Signature Selection,96,Bird Rock Coffee Roasters,San Diego,Colombia,Caicedonia;Valle de Cauca Department,Light,69.0,9,9,9,10,9,,405.64373897707236,United States of America
Colombia Finca El Paraiso Geisha Letty,97,Paradise Roasters,Minneapolis,Colombia,Cauca,Light,40.0,10,9,9,10,9,Geisha;Robusta,352.7336860670194,United States of America
Monarch Estate Pacamara,94,Monarch Coffee,Holualoa,Hawaii,Holualoa;North Kona growing district,Medium-Light,40.95,9,9,9,9,8,Pacamara,361.1111111111111,United States of America
Uluwehi Farm Kona SL34 Yeast-Fermentation Washed Peaberry,94,Paradise Roasters,Minneapolis,Hawaii,Holualoa;Kona growing region,Medium-Light,40.0,9,9,9,9,8,SL34;Robusta,352.7336860670194,United States of America
Ka’u IPA Natural,95,Paradise Roasters,Minneapolis,Hawaii,Ka’u growing region,Medium-Light,25.0,9,9,9,9,9,Catuai;Robusta,220.4585537918871,United States of America
Ecuador Finca Lugmapata Mejorado,95,Paradise Roasters,Minneapolis,Ecuador,Pallatanga;Chimborazo,Light,18.0,9,9,9,9,9,Robusta;Bourbon;Typica,105.82010582010582,United States of America
Shakiso Natural,94,JBC Coffee Roasters,Madison,Ethiopia,Guji Zone;Oromia Region,Medium-Light,19.0,9,9,9,9,8,,55.85114200887739,United States of America
Cerro Azul Geisha Honey Process,94,JBC Coffee Roasters,Madison,Colombia,Trujillo;Valle del Cauca,Medium-Light,36.0,9,9,9,9,8,Geisha,158.73015873015873,United States of America
La Esmeralda Diamond Mountain Washed Coffee,94,Satur Specialty Coffee,Tainan,Panama,Boquete growing region,Medium-Light,15.51,9,9,9,9,8,,68.93333333333334,Taiwan
Karen J Kona Red Bourbon Natural Anaerobic,95,Hula Daddy Kona Coffee,Holualoa,Hawaii,Holualoa;North Kona growing district,Medium-Light,49.95,9,9,9,9,9,Bourbon,220.23809523809524,United States of America
El Salvador Finca Mileydi Pacamara,95,Red Rooster Coffee Roaster,Floyd,El Salvador,Cantón El Tunel;La Palma;Chalatenango,Medium-Light,24.99,9,9,9,9,9,Pacamara,73.45894941062348,United States of America
El Salvador Las Veraneras Red Bourbon,94,Red Rooster Coffee Roaster,Floyd,El Salvador,,Medium-Light,18.99,9,9,9,9,8,Bourbon,55.82174667097798,United States of America
Costa Rica Brunca Rivense La Guaca Passion Honey,94,Home in Harmony,Taipei,Costa Rica,Brunca Region,Medium-Light,13.2,9,9,9,9,8,,58.14977973568282,Taiwan
Hunkute by Nordic Approach,94,Cafe Red Bean Shop,Taipei,Ethiopia,Sidama growing region,Light,16.5,9,9,9,9,8,74110,72.68722466960352,Taiwan
Schweik’s Blend,94,Metropolis Coffee,Chicago,Not disclosed,,Light,11.75,9,9,9,9,8,,39.47324218093863,United States of America
Whiskey Dreams Moka Java,94,Old Soul Co.,Sacramento,Indonesia;Ethiopia,,Medium-Light,18.0,9,9,9,9,8,Java;Moka,52.91160821893648,United States of America
Black Level Blend,94,St1 Cafe/Work Room,Tainan,Kenya;Colombia,,Medium-Light,16.17,9,9,9,9,8,,107.80000000000001,Taiwan
Karindundu Kenya,94,JBC Coffee Roasters,Madison,Kenya,Nyeri County,Medium-Light,22.0,9,9,9,9,8,SL28;Ruiru 11;Batian,64.66974337870015,United States of America
Colombia Geisha Natural,94,Cafe Kreyol,Manassas,Colombia,Tolima Department,Medium-Light,34.95,9,9,9,9,8,Geisha,154.1005291005291,United States of America
Pacas Estate El Salvador Natural,94,Cafe Kreyol,Manassas,El Salvador,Los Naranjos;Juayua;Sonsonate,Medium-Light,15.99,9,9,9,9,8,Pacas,47.003145301155236,United States of America
Hunapu Natural Guatemala,94,JBC Coffee Roasters,Madison,Guatemala,Antigua,Medium-Light,19.0,9,9,9,9,8,Bourbon;Caturra,55.85114200887739,United States of America
Ethiopia Natural Sidama TAMIRU 74158,96,Kakalove Cafe,Chia-Yi,Ethiopia,Sidama growing region,Medium-Light,13.2,9,9,9,10,9,74158,116.40211640211639,Taiwan
Bedhatu Jibicho Natural,95,JBC Coffee Roasters,Madison,Ethiopia,Gedeb District;Gedeo Zone,Medium-Light,20.0,9,9,9,9,9,Landrace,58.79067579881831,United States of America
Ethiopia Natural Guji DoReMi,95,Kakalove Cafe,Chia-Yi,Ethiopia,Guji Zone;Oromia Region,Medium-Light,6.93,9,9,9,9,9,Landrace,30.55555555555555,Taiwan
Sabana Redonda SL28 Costa Rica,94,JBC Coffee Roasters,Madison,Costa Rica,Sabanilla de Alajuela;Central Valley,Medium-Light,18.0,9,9,9,9,8,SL28,79.36507936507937,United States of America
Ethiopia Bench Maji Gesha Village Dimma Illubabor Forest A6 Natural,95,Taster's Coffee,Taipei,Ethiopia,Bench-Maji Zone,Light,15.68,9,9,9,9,9,Geisha,138.76106194690266,Taiwan
Sumatra Siamang Forest,94,Paradise Roasters,Minneapolis,Indonesia,Simalungun;Sumatra,Medium-Light,25.0,9,9,9,9,8,Robusta;Typica,73.48834474852288,United States of America
