coffee name,coffee rating,roaster name,roaster city,coffee origin country,coffee origin city,roast level,price,aroma,acidity,body,flavor,aftertaste,species (variety),price per kg USD,roaster country
Best of Panama GNEP-01 Elida Geisha Green Tip Natural,97,Willoughby's Coffee & Tea,Branford,Panama,Boquete growing region,Medium-Light,,9,10,9,10,9,Geisha,,United States of America
Geisha XO,96,Bird Rock Coffee Roasters,San Diego,Colombia,Valle de Cauca,Medium,60.0,9,9,9,10,9,Geisha,264.55026455026456,United States of America
Colombia Finca La Maria Geisha Natural,96,Klatch Coffee,Los Angeles,Colombia,La Mesa;Cundinamarca,Medium-Light,54.95,9,9,9,10,9,Geisha,323.045267489712,United States of America
Panama Finca Kalithea Natural Geisha,96,Kakalove Café,Chia-Yi,Panama,Chiriqui growing region,Medium-Light,24.75,9,9,9,10,9,Geisha,218.25396825396825,Taiwan
Panama Hacienda La Esmeralda Super Mario 6 Geisha,95,Dragonfly Coffee Roasters,Boulder,Panama,Boquete growing region,Medium-Light,60.0,9,9,9,9,9,Geisha,264.55026455026456,United States of America
Panama Geisha Alto Jaramillo,94,Caffe Luxxe,Santa Monica,Panama,Alto Jaramillo;Boquete growing region,Medium-Light,40.0,9,9,9,9,8,Geisha,352.7336860670194,United States of America
Colombia Laderas del Tapias Estate Natural Geisha,94,CafeTaster,I-Lan City,Colombia,Neira;Caldas Department,Medium-Light,44.55,9,9,9,9,9,Geisha,193.69565217391303,United Kingdom
Gesha Village Natural Lot #19,94,GK Coffee,Yilan,Ethiopia,Bench-Maji Zone,Medium-Light,39.6,9,9,9,9,8,Geisha;Typica,396.0,China
Gesha Village 1931 Lot 27,94,Mudhouse Coffee Roasters,Charlottesville,Ethiopia,Bench-Maji Zone,Medium-Light,50.0,9,9,9,9,8,Geisha,220.4585537918871,United States of America
Ethiopia Sidamo Gora Kone,94,Temple Coffee Roasters,Sacramento,Ethiopia,Sidamo (also Sidama) growing region,Medium-Light,19.0,9,9,8,9,9,,55.85114200887739,United States of America
Kebele Village Espresso,94,JBC Coffee Roasters,Madison,Ethiopia,Yirgacheffe growing region,Medium-Light,17.1,9,9,9,8,9,,50.26602780798966,United States of America
Panama Finca San Sebastian,94,Jackrabbit Java,Thermopolis,Panama,Boquete growing region,Medium-Light,12.0,9,9,9,9,8,Java;Catuai,35.274405479290984,United States of America
Yirgacheffe Gedeb G1 Natural,94,MJ Bear Coffee,Taipei,Ethiopia,Gedeb District;Gedeo Zone,Light,11.55,9,9,9,9,8,,50.925925925925924,Taiwan
Kenya Kiambu Uklili AA,95,Kakalove Cafe,Chia-Yi,Kenya,Kiambu growing region,Medium,11.55,9,9,9,9,9,,50.925925925925924,Taiwan
Ethiopia Guji Shakisso Natural Lot 24,94,Kakalove Cafe,Chia-Yi,Ethiopia,Guji Zone;Oromia Region,Medium-Light,8.58,9,8,9,9,9,,37.83068783068783,Taiwan
Ethiopia Washed Yirgacheffe Nafasha Lot,94,Kakalove Cafe,Chia-Yi,Ethiopia,Yirgacheffe growing region,Medium-Light,9.08,9,9,9,9,8,,40.035273368606695,Taiwan
El Salvador,94,Plat Coffee Roastery,Hong Kong,El Salvador,Tecapa Chinameca growing region,Medium,19.65,9,9,9,9,8,Heirloom;Bourbon,86.64021164021163,China
Cup of Excellence Rwanda Champion,94,Difference Coffee,London,Rwanda,Karongi District;Western Province,,67.64,9,8,9,9,9,Bourbon,,United Kingdom
Ethiopia Kayon Mountain Natural,94,Lexington Coffee Roasters,Lexington,Ethiopia,Odo Shakiso District;Guji Zone;Oromia region,Medium,21.0,9,8,9,9,9,,61.73020958875922,United States of America
Ethiopia Natural Yirgacheffe Blue Donkey Lot,94,Kakalove Cafe,Chia-Yi,Ethiopia,Kochere;Yirgacheffe growing region,Medium-Light,9.9,9,9,9,9,8,,43.650793650793645,Taiwan
Geisha Village Auction Lot #11,94,JBC Coffee Roasters,Madison,Ethiopia,Bench-Maji Zone,Medium-Light,25.75,9,9,9,9,8,Geisha,227.07231040564375,United States of America
Ethiopia Yirgacheffe Chelelektu Natural,96,Dragonfly Coffee Roasters,Boulder,Ethiopia,Yirgacheffe growing region,Medium-Light,18.0,9,9,9,10,9,,52.91160821893648,United States of America
Kenya Kimaruri,94,Caffe Luxxe,Santa Monica,Kenya,Nyeri growing region,Medium-Light,23.0,9,9,9,9,8,SL28;SL34;Batian;Ruiru 11,67.60927716864106,United States of America
Kenya Handege,94,Greater Goods Coffee Roasters,Austin,Kenya,Thika growing region,Medium,19.0,9,9,8,9,9,,55.85114200887739,United States of America
Colombia Valle del Cauca Cerro Azul Geisha,96,modcup coffee,Jersey City,Colombia,Valle del Cauca Department,Medium,25.0,10,9,8,10,9,Geisha,166.66666666666666,United States of America
Green-Tip Geisha,94,Finca Las Nieves,San Juan Lachao;Oaxaca,Mexico,Oaxaca State,Medium-Light,35.0,9,9,9,9,8,Geisha,154.320987654321,Mexico
Barichu Double,94,Barrington Coffee Roasting,Lee,Kenya,Nyeri growing region,Medium-Light,13.34,9,9,9,9,8,SL28;SL34;Batian;Ruiru 11,117.63668430335096,United States of America
Rukera Kenya,97,JBC Coffee Roasters,Madison,Kenya,Kiambu growing region,Medium-Light,21.2,10,9,9,10,9,SL34;Batian;K7;SL28;Ruiru 11,62.3181163467474,United States of America
Rukera Espresso,97,JBC Coffee Roasters,Madison,Kenya,Kiambu growing region,Medium-Light,21.2,10,9,10,9,9,SL34;Batian;K7;SL28;Ruiru 11,62.3181163467474,United States of America
The Core Espresso,94,Highwire Coffee Roasters,Emeryville,Ethiopia;Guatemala;Papua New Guinea;Indonesia,,Medium,17.25,9,9,9,8,9,,50.706957876480786,United States of America
Espresso Mandarina,94,Amavida Coffee Roasters,Santa Rosa Beach,Democratic Republic of the Congo;Ethiopia,,Medium,16.95,9,9,9,8,9,Bourbon,49.82509773949852,United States of America
SOB Espresso,94,Folly Coffee Roasters,Silver Lake,Colombia,,Medium,18.95,9,8,9,9,9,Castillo;Caturra,55.704165319380344,United States of America
Ethiopia Gedeb Worka Sakaro,95,Direct Coffee,Hsinchu,Ethiopia,Gedeb District;Gedeo Zone,Medium-Light,21.78,9,9,9,9,9,,96.80000000000001,Taiwan
La Belleza Colombia,94,JBC Coffee Roasters,Madison,Colombia,San Augustin;Huila,Medium-Light,19.5,9,9,9,9,8,Caturra,57.32090890384785,United States of America
Crystalina,94,Steady State Roasting Company,Carlsbad,Colombia,Caldas growing region,Medium-Light,20.0,9,9,9,9,8,Bourbon,58.79067579881831,United States of America
Kenya Kiambu Gititu AA,94,Kakalove Cafe,Chia-Yi,Kenya,Kiambu growing region,Medium-Light,11.88,9,9,9,9,8,,52.38095238095238,Taiwan
Ninety Plus Gesha Estates JBC Custom Lot #252,94,JBC Coffee Roasters,Madison,Panama,Chiriqui Province,Medium-Light,49.5,9,0,9,10,8,Geisha,436.5079365079365,United States of America
La Palma Y El Tucan Hero Series Colombia Sidra Lot #190,96,Bird Rock Coffee Roasters,San Diego,Colombia,Cundinamarca Department,Medium-Light,60.0,9,9,9,10,9,Bourbon;Typica,264.55026455026456,United States of America
Ka’u Champagne Natural,94,Paradise Roasters,Minneapolis,Hawaii,"[""Ka'u growing region""]",Light,19.95,9,9,9,9,8,Robusta;Caturra;Typica,175.9259259259259,United States of America
Monarch Gesha,94,Equator Coffees,San Rafael,Hawaii,Holualoa;North Kona growing district,Medium-Light,42.0,9,9,9,9,8,Geisha,370.3703703703703,United States of America
Australian Blend Espresso,95,Greybox Coffee,Shanghai,Ethiopia,Guji Zone;Oromia Region,Medium-Light,19.0,9,8,9,9,10,,95.0,China
Colombia Tolima Monteverde Estate Natural Wush Wush,94,Dou Zhai Coffee & Roast,Taoyuan,Colombia,Tolima Department,Medium,39.6,9,8,9,10,8,Wush Wush,176.00000000000003,Taiwan
Ethiopia Oromia Guji Washed,94,Dou Zhai Coffee & Roast,Taoyuan,Ethiopia,Guji Zone;Oromia Region,Medium-Light,19.8,9,9,9,9,8,,88.00000000000001,Taiwan
Kenya Murang’a Githiga AA,94,Evie's Cafe,Chia-Yi,Kenya,Muranga District;Central Province,Medium-Light,27.0,9,9,8,9,9,,59.525121806036296,Taiwan
Ethiopia Sidama Shantewene,95,Cafe Virtuoso,San Diego,Ethiopia,Sidamo (also Sidama) growing region,Medium-Light,19.0,9,9,9,9,9,,55.85114200887739,United States of America
Gesha Rebecca Natural,95,Small Eyes Café,Yilan,Ethiopia,Bench-Maji Zone,Medium-Light,11.55,9,9,9,9,9,Geisha,50.925925925925924,China
Café Granja La Esperanza Sudan Rume Natural,95,PT's Coffee Roasting Co.,Topeka,Colombia,Valle del Cauca growing region,Medium,37.5,9,8,9,10,9,Java;Sudan Rume,165.34391534391534,United States of America
Boru Batak Sumatra,94,Notch Coffee,Vancouver;British Columbia,Indonesia,Lintong growing region;North Sumatra Province,Medium-Light,13.21,9,8,9,9,8,,38.85294117647059,Canada
Sumatra Tano Batak,94,Gracenote Coffee Roasters,Boston,Indonesia,Lintong growing region;North Sumatra Province,Medium-Light,18.0,9,9,8,9,9,,52.91160821893648,United States of America
Sumatra Lintong,95,Peach Coffee Roasters,Johns Creek,Indonesia,Lintong growing region;North Sumatra Province,Medium,17.0,9,9,9,9,9,,49.97207442899556,United States of America
Ethiopia Natural Guji Hambela G1 Bishan Fugu,95,Kakalove Cafe,Chia-Yi,Ethiopia,Guji Zone;Oromia Region,Medium-Light,21.45,9,9,9,9,9,,47.289402323684385,Taiwan
Tanzania Tarime AB,94,Flight Coffee Co.,Bedford,United Republic of Tanzania,Mara growing region;Tarime,Medium-Light,17.0,9,9,9,9,8,KP423,49.97207442899556,United States of America
El Salvador Cerro Las Ranas Honey Espresso,94,Kakalove Cafe,Chia-Yi,El Salvador,Santa Ana region,Medium-Light,11.88,9,9,9,8,9,Bourbon,26.19105359465597,Taiwan
Panama Baru Geisha Black,94,Kakalove Cafe,Chia-Yi,Panama,Boquete growing region,Medium-Light,18.15,9,9,9,9,8,Geisha,160.05291005291002,Taiwan
Flight Seasonal Espresso,94,Red Rooster Coffee Roaster,Floyd,Costa Rica;Ethiopia,,Medium-Light,17.99,9,9,9,8,9,,52.88221288103706,United States of America
Eaagads Estate Kenya,94,Greater Goods Coffee Roasters,Austin,Kenya,Kiambu County,Medium-Light,19.0,9,9,9,9,8,,55.85114200887739,United States of America
Ethiopia Guji,94,States Coffee & Mercantile,Martinez,Ethiopia,Guji Zone;Oromia Region,Medium-Light,12.0,9,9,9,9,8,Typica,52.910052910052904,United States of America
Ethiopia Yirgacheffe G1,94,Santos Coffee,Minxiong;Chia-Yi,Ethiopia,Yirgacheffe growing region,Light,8.25,9,9,9,9,8,,36.666666666666664,Taiwan
Kenya Karindundu AA Small Lot Reserve,97,Dragonfly Coffee Roasters,Boulder,Kenya,Nyeri growing region,Medium-Light,18.0,10,9,9,10,9,,52.91160821893648,United States of America
Rwanda Kanzu,94,Dragonfly Coffee Roasters,Boulder,Rwanda,Nyamasheke,Medium-Light,24.0,9,9,9,9,8,Heirloom;Bourbon,70.54881095858197,United States of America
Ethiopia Kochere Natural,94,Dragonfly Coffee Roasters,Boulder,Ethiopia,Yirgacheffe growing region,Medium-Light,18.0,9,9,9,9,8,,52.91160821893648,United States of America
Kenya Thirikwa Single-Origin Espresso,94,Temple Coffee Roasters,Sacramento,Kenya,Nyeri growing region,Medium,22.0,9,8,9,9,9,,64.66974337870015,United States of America
Sumatra Tano Batak,95,Origin Coffee Roasters,Kihei;Maui,Indonesia,Lintong growing region;North Sumatra Province,Medium-Light,20.99,9,9,9,9,9,,61.700814250859814,United States of America
Rwanda Mushonyi Natural,94,Amavida Coffee Roasters,Santa Rosa Beach,Rwanda,Rustiro District;Western Province,Medium-Light,19.95,9,9,9,9,8,Bourbon,87.96296296296295,United States of America
Ethiopia Hambela Natural Organic,94,Willoughby's Coffee & Tea,Branford,Ethiopia,Guji Zone;Oromia Region,Medium-Light,19.99,9,9,9,9,8,,44.0706364778765,United States of America
Kenya AB,94,Vermont Artisan Coffee & Tea,Waterbury Center,Kenya,,Medium,18.0,9,9,9,9,8,,52.91160821893648,United States of America
Tanzania Ngorongoro Ridge Peaberry,95,Flight Coffee Co.,Bedford,United Republic of Tanzania,Arusha Region,Medium-Light,16.0,9,9,9,9,9,Bourbon,47.032540639054645,United States of America
Ethiopia Haro Wachu,94,Turnstile Coffee Roasters,Belmar,Ethiopia,Guji Zone;Oromia Region,Medium-Light,15.0,9,9,9,9,8,Typica,66.13756613756614,United States of America
Banco Gotete Ethiopia,94,JBC Coffee Roasters,Madison,Ethiopia,Yirgacheffe growing region,Medium-Light,18.5,9,9,9,9,8,Typica,54.381375113906934,United States of America
Kenya Ruthaka Peaberry,95,Temple Coffee Roasters,Sacramento,Kenya,Nyeri growing region,Medium,19.0,9,9,9,10,8,,55.85114200887739,United States of America
Honduras Las Flores Parainema,94,Café Grumpy,Brooklyn,Honduras,Santa Bárbara,Medium-Light,22.0,9,9,9,9,8,Parainema,64.66974337870015,United States of America
Kivu DR Congo,94,JBC Coffee Roasters,Madison,Democratic Republic of the Congo,Kalehe;South Kivu Province,Medium-Light,16.9,9,9,9,9,8,Bourbon,49.678121050001465,United States of America
Panama Ninety Plus Perci Lot 50,97,Bird Rock Coffee Roasters,San Diego,Panama,Chiriqui Province,Medium-Light,60.0,10,8,10,10,9,Geisha,264.55026455026456,United States of America
Colombia Sidra,94,Kaffetre,Changhua County,Colombia,Tolima Department,Medium-Light,15.0,9,9,9,9,8,Bourbon;Typica,66.13756613756614,Taiwan
Colombia Geisha,94,Paradise Roasters,Minneapolis,Colombia,Huila,Medium-Light,12.95,9,9,9,9,8,Geisha;Robusta,76.13168724279835,United States of America
Kenya Murunga New Gatanga FCS Mukurwe Factory AB,94,Small Eyes Cafe,Yilan,Kenya,Nyeri growing region,Medium-Light,16.0,9,9,9,9,8,,70.54673721340387,China
Ethiopia WORKA,94,Red Rooster Coffee Roaster,Floyd,Ethiopia,Yirgacheffe growing region,Medium-Light,17.99,9,9,9,9,8,,52.88221288103706,United States of America
Ethiopia Banko Dhadhato Washed,94,Red Rooster Coffee Roaster,Floyd,Ethiopia,Yirgacheffe growing region,Light,17.99,9,9,9,9,8,,52.88221288103706,United States of America
Kenya Karuthi AA,95,Coava Coffee Roasters,Portland,Kenya,Nyeri growing region,Medium-Light,15.0,9,9,9,9,9,SL28;SL34,60.0,United States of America
Kenya Nyeri Nudurutu Factory AB,94,Kakalove Cafe,Chia-Yi,Kenya,Nyeri growing region,Medium-Light,9.9,9,9,9,9,8,,43.650793650793645,Taiwan
Ethiopia Kochere Washed Saona Lot,95,Kakalove Cafe,Chia-Yi,Ethiopia,Yirgacheffe growing region,Medium-Light,9.57,9,9,9,9,9,Typica,42.195767195767196,Taiwan
Ethiopia Guji Natural Dasaya,94,Kakalove Cafe,Chia-Yi,Ethiopia,Guji Zone;Oromia Region,Medium-Light,9.9,9,9,9,9,8,,43.650793650793645,Taiwan
Holiday Sweet Blend,94,Red Rooster Coffee Roaster,Floyd,Ethiopia;Rwanda;Colombia,,Medium-Light,16.99,9,9,9,9,8,,49.942679091096146,United States of America
Colombia El Obraje Gesha,94,Joe Van Gogh Coffee,Hillsborough,Colombia,Narino Department,Medium-Light,24.0,9,9,9,9,8,Geisha,141.09347442680775,United States of America
Flowery Nekisse,95,Ho Soo Tsai,Kaohsiung,Ethiopia,Sidamo (also Sidama) growing region,Medium-Light,18.0,9,9,9,9,9,,79.36507936507937,Taiwan
Baru Gesha,96,Bar Nine,Los Angeles,Panama,Boquete growing region,Medium-Light,30.0,9,9,9,10,9,Geisha,120.0,United States of America
Mama Cata Geisha Washed,94,Willoughby's Coffee & Tea,Branford,Panama,Alto Quiel;Boquete growing region,Medium-Light,54.0,9,9,9,9,8,Geisha,158.73482465680945,United States of America
Wei Rong Blend,94,Mi's Cafe,Kaohsiung,Ethiopia;Guatemala;Kenya,,Medium-Light,9.9,9,9,8,9,9,,43.650793650793645,Taiwan
Kiunyu Peaberry,94,Bird Rock Coffee Roasters,San Diego,Kenya,,Medium-Light,26.0,9,9,9,9,8,,76.4278785384638,United States of America
Kibugu Kenya,95,Lexington Coffee Roasters,Lexington,Kenya,Embu County;Eastern Province,Medium-Light,19.95,9,9,9,9,9,,58.64369910932126,United States of America
Poseidon Blend Espresso,95,GK Coffee,Yilan,Guatemala,Yirgacheffe;Sidamo,Medium-Light,9.9,9,9,9,9,9,,43.61233480176212,China
Kenya Gikirima Kibugu,94,Branch Street Coffee Roasters,Youngstown,Kenya,Embu County;Eastern Province,Medium-Light,16.25,9,9,9,9,8,,57.31922398589065,United States of America
Elida Estate Geisha Natural Dragonfly Reserve,95,Dragonfly Coffee Roasters,Boulder,Panama,Boquete growing region,Medium-Light,70.0,9,9,9,9,9,Geisha,308.641975308642,United States of America
Costa Rica Geisha Honey COE 2018 2nd Place,94,Dragonfly Coffee Roasters,Boulder,Costa Rica,Tarrazu growing region,Medium-Light,45.0,9,9,9,9,8,Geisha,198.4126984126984,United States of America
Guatemala Pacamara Natural,95,Fumi Coffee,Hsinchu,Guatemala,Acatenango growing region,Medium-Light,47.85,9,9,9,9,9,Pacamara;Pacas;Bourbon;Maragogipe;Typica,210.97883597883597,Taiwan
La Providencia Guatemala Maragogype,94,Bird Rock Coffee Roasters,San Diego,Guatemala,Huehuetenango growing region,Medium-Light,21.0,9,8,9,9,9,Maragogipe;Typica,61.73020958875922,United States of America
Kenya Kabingara,94,Klatch Coffee,Los Angeles,Kenya,Kirinyaga District,Medium-Light,19.95,9,9,8,9,9,,58.64369910932126,United States of America
Kenya Konyu,95,Branch Street Coffee Roasters,Youngstown,Kenya,Kirinyaga District,Medium-Light,16.25,9,9,9,9,9,,57.31922398589065,United States of America
Hacienda La Esmeralda Cabana Geisha Natural,95,Dragonfly Coffee Roasters,Boulder,Panama,Boquete growing region,Medium-Light,75.0,9,9,9,9,9,Geisha,330.6878306878307,United States of America
Finca La Aurora Camilina Geisha,96,Dragonfly Coffee Roasters,Boulder,Panama,Piedra Candela;Chiriqui Province,Medium-Light,45.0,9,9,9,10,9,Geisha,198.4126984126984,United States of America
Twenty Five,96,Barrington Coffee Roasting,Lee,Ethiopia;Papua New Guinea;Guatemala,,Medium-Light,14.45,9,9,9,9,10,,42.47626326464623,United States of America
Karimikui Kenya,94,JBC Coffee Roasters,Madison,Kenya,Kirinyaga District,Medium-Light,19.5,9,9,9,9,8,,57.32090890384785,United States of America
Kenya Baragwi Thimu Peaberry,94,Temple Coffee and Tea,Sacramento,Kenya,Kirinyaga District,Medium-Light,19.5,9,9,9,9,8,SL28;SL34;Ruiru 11,57.32090890384785,United States of America
Kariru Kenya,94,JBC Coffee Roasters,Madison,Kenya,,Medium-Light,19.5,9,9,9,9,8,,57.32090890384785,United States of America
Esmeralda Estate Porton Geisha Natural,96,Dragonfly Coffee Roasters,Boulder,Panama,Boquete growing region,Medium-Light,75.0,9,9,9,10,9,Geisha,330.6878306878307,United States of America
Kenya Kiambu,94,Revel Coffee,Billings,Kenya,Kiambu County,Medium-Light,16.75,9,9,9,9,8,,49.23719098151033,United States of America
Ethiopia Washed Phoenix Special “Muse”,95,Simon Hsieh's Aroma Roast Coffees,Taoyuan,Ethiopia,Gedeb District;Gedeo Zone,Medium-Dark,46.2,9,9,9,9,9,Typica,101.85409731255099,Taiwan
Kenya AB Phoenix Special “Glory”,94,Simon Hsieh's Aroma Roast Coffees,Taoyuan,Kenya,Kirinyaga District,Medium-Dark,49.5,9,8,9,9,9,,109.12938997773321,Taiwan
Kenya Ritho FCS Handege Factory AB,96,Kakalove Cafe,Chia-Yi,Kenya,Thika growing region,Medium-Light,12.38,9,9,9,10,9,,54.58553791887125,Taiwan
Ethiopia Yirgacheffe Botabaa Washed,95,Kakalove Cafe,Chia-Yi,Ethiopia,Gedeo Zone;Kochere,Light,9.57,9,9,9,9,9,Typica,42.195767195767196,Taiwan
Ethiopia Hambela Natural,94,Big Shoulders Coffee,Chicago,Ethiopia,Hambela Wamena District;Guji Zone;Oromia region,Medium-Light,18.0,9,9,9,9,8,,52.91160821893648,United States of America
Ethiopia Gera Limmu Oromia,94,Temple Coffee and Tea,Sacramento,Ethiopia,Limu Woreda;Oromia region,Medium-Light,17.5,9,9,8,9,8,Typica,51.441841323966024,United States of America
Kenya Kabare Konyu,94,Temple Coffee and Tea,Sacamento,Kenya,Kirinyaga District,Medium-Light,20.5,9,9,9,9,8,SL28;SL34;Ruiru 11,60.26044269378877,United States of America
Alemu Bukato Espresso,95,JBC Coffee Roasters,Madison,Ethiopia,Yirgacheffe growing region,Medium-Light,18.75,9,9,9,9,9,Typica,55.116258561392165,United States of America
Tarime Tanzania,95,Lexington Coffee Roasters,Lexington,United Republic of Tanzania,Tarime District;Mara Region,Medium-Light,14.75,9,9,9,9,9,Bourbon,43.3581234016285,United States of America
Berlina Geisha,96,Barrington Coffee Roasting,Lee,Panama,Horqueta;Chiriquí;Boquete,Medium-Light,13.34,9,9,9,10,9,Geisha,117.63668430335096,United States of America
Gatugi Triple,95,Barrington Coffee Roasting,Lee,Kenya,Nyeri growing region,Light,13.34,9,9,9,9,9,SL28;SL34;Batian;Ruiru 11,117.63668430335096,United States of America
Ethiopia Yirgacheffe Natural Espresso,94,Dragonfly Coffee Roasters,Boulder,Ethiopia,Yirgacheffe growing region,Medium-Light,18.0,9,9,9,8,9,,52.91160821893648,United States of America
Ethiopia Yirgacheffe Natural,94,Dragonfly Coffee Roasters,Boulder,Ethiopia,Yirgacheffe growing region,Medium-Light,18.0,9,9,9,9,8,,52.91160821893648,United States of America
Guatemala Finca El General Lot ALT8 Espresso,94,Kakalove Cafe,Chia-Yi,Guatemala,Acatenango growing region,Medium-Light,9.08,9,9,9,8,9,Bourbon;Typica,40.035273368606695,Taiwan
Green Dolphin Blend Espresso,94,Kakalove Cafe,Chia-Yi,Ethiopia;Kenya;Colombia;Nicaragua;Indonesia,,Medium-Light,7.92,9,9,9,8,9,,34.920634920634924,Taiwan
Finca El Socorro Maracaturra,95,PT's Coffee Roasting Co.,Topeka,Guatemala,Palencia;Fraijanes Plateau growing region,Medium-Light,22.5,9,9,9,9,9,Heirloom;Pacamara;Caturra;Pacas;Bourbon;Maragogipe,66.1395102736706,United States of America
Ethiopia Kochere Debo Washed Gellana,94,Kakalove Cafe,Chia-Yi,Ethiopia,Yirgacheffe growing region,Medium-Light,18.15,9,9,8,9,9,Typica,40.01410965850217,Taiwan
Ethiopia Gotiti Natural,95,Green Stone Coffee,Taipei,Ethiopia,Yirgacheffe growing region,Medium,19.14,9,9,9,9,9,,84.39153439153439,Taiwan
Cream Tabby Espresso Blend,94,MoonMoon Coffee,Taipei,Ethiopia;Kenya,,Medium-Light,13.2,9,9,9,8,9,,58.666666666666664,Taiwan
Ethiopia Girma Eshetu,94,Propeller Coffee,Toronto;Ontario,Ethiopia,Bita Genet District;Keffa Zone,Medium-Light,15.41,9,9,9,9,8,,45.29821570298951,Canada
Red Bourbon Honey Cold Brew Coffee,94,Bird Rock Coffee Roasters,San Diego,Colombia,Valle de Cauca Department,Light,4.65,9,8,9,9,9,Heirloom;Bourbon,19.526329050138575,United States of America
Karimikui Espresso,94,JBC Coffee Roasters,Madison,Kenya,Kirinyaga District,Medium-Light,19.5,9,9,9,9,9,Heirloom;SL34;Batian;SL28;Ruiru 11,57.32090890384785,United States of America
Ethiospro Blend,94,Revel Coffee,Billings,Ethiopia,,Medium-Light,17.75,9,9,9,8,9,,52.17672477145125,United States of America
Costa Rica Cumbres Del Poas “Perla Negra” Natural,94,Magnolia Coffee,Charlotte,Costa Rica,Sabanilla de Alajuela growing region,Medium-Light,18.0,9,9,9,8,9,Caturra,52.91160821893648,United States of America
Natural Sidamo Twakok G1,94,Kakalove Cafe,Chia-Yi,Ethiopia,Sidamo (also Sidama) growing region,Light,17.16,9,9,9,8,9,,37.83152185894751,Taiwan
Yemen Haraaz,94,Dragonfly Coffee Roasters,Boulder,Yemen,,Medium-Light,35.0,9,9,9,8,9,,102.88368264793205,United States of America
YCFCU Banko Gotiti Coop G1,95,Taokas Coffee,Zhubei City,Ethiopia,Yirgacheffe growing region,Medium-Dark,28.05,9,9,9,9,9,,61.83998765404881,Taiwan
Gesha Village Lot #25,95,Small Eyes Cafe,Yilan,Ethiopia,Guji Zone;Oromia Region,Medium-Light,49.5,9,9,9,8,10,Geisha,218.25396825396825,China
Costa Rica Perla Negra,95,Durango Coffee Company,Durango,Costa Rica,Sabanilla de Alajuela growing region,Medium,16.95,9,9,9,9,9,Caturra,49.82509773949852,Mexico
Espresso 1849 Blend,94,States Coffee & Mercantile,Martinez,Guatemala;Ethiopia,,Medium,12.0,9,9,9,8,9,,52.910052910052904,United States of America
Ethiopia Kayon Mountain,94,Red Rooster Coffee Roaster,Floyd,Ethiopia,Odo Shakiso District;Guji Zone,Light,18.99,9,9,9,9,8,,55.82174667097798,United States of America
Tano Batak Sumatra,94,JBC Coffee Roasters,Madison,Indonesia,Lintong growing region;North Sumatra Province,Medium-Light,18.5,9,9,9,9,8,,54.381375113906934,United States of America
Reserve Cold Brew,94,States Coffee & Mercantile,Martinez,United Republic of Tanzania,,,12.0,8,9,9,9,9,,16.66481502055327,United States of America
No. 7 Espresso Blend,95,The Curve Coffee Roasting Co.,Taichung,Colombia;Guatemala,,Medium,14.85,9,9,9,9,9,,65.47619047619047,Taiwan
Kenya Embu Uteuzi Jimbo,94,Kakalove Cafe,Chia-Yi,Kenya,Embu County,Medium-Light,23.1,9,9,9,9,8,SL28;SL34;Heirloom;Ruiru 11,50.927048656275495,Taiwan
DR Congo FTO Bourbon SOPACDI,94,Dragonfly Coffee Roasters,Boulder,Democratic Republic of the Congo,Kalehe;South Kivu Province,Medium-Light,18.0,9,9,9,9,8,Bourbon,52.91160821893648,United States of America
Tarime Tanzania,95,JBC Coffee Roasters,Madison,United Republic of Tanzania,Tarime District;Mara Region,Medium-Light,19.2,9,9,9,9,9,Bourbon,56.439048766865575,United States of America
Kiniyota Espresso,95,JBC Coffee Roasters,Madison,Burundi,Buhinyuza District;Muhinga Province,Medium-Light,17.6,9,9,9,9,9,Heirloom;Bourbon,51.73579470296011,United States of America
El Obraje Geisha,95,Dragonfly Coffee Roasters,Boulder,Colombia,Narino Department,Medium-Light,35.0,9,9,9,9,9,Geisha,154.320987654321,United States of America
Mandheling Onan Ganjang,94,Kakalove Cafe,Chia-Yi,Indonesia,Lintong growing region;North Sumatra Province,Medium-Light,18.15,9,9,9,9,8,,40.01410965850217,Taiwan
Ethiopia Banko Gotiti Natural,94,Coffee Please,Taipei,Ethiopia,Yirgacheffe growing region,Light,23.1,9,9,9,9,8,,50.927048656275495,Taiwan
Yemen Microlot,96,Dragonfly Coffee Roasters,Boulder,Yemen,,Light,75.0,9,9,9,10,9,Heirloom,330.6878306878307,United States of America
Lycello by Ninety Plus,95,Dragonfly Coffee Roasters,Boulder,Panama,Chiriqui Province,Medium-Light,75.0,9,9,9,9,9,Geisha,330.6878306878307,United States of America
Lotus by Ninety Plus,95,Dragonfly Coffee Roasters,Boulder,Panama,Chiriqui Province,Medium-Light,145.0,9,9,9,9,9,Geisha,639.3298059964726,United States of America
Karen J Red Bourbon,94,Hula Daddy Kona Coffee,Holualoa,Hawaii,Holualoa;North Kona growing district,Medium-Light,45.95,9,9,9,9,8,Bourbon,202.60141093474425,United States of America
Kenya Nyeri Gatugi Peaberry,94,Moore Coffee,Ventura,Kenya,Nyeri growing region,Medium,17.95,9,9,9,9,8,,52.76463152943943,United States of America
Kenya Gura AA,94,Cafe Douceur,Tainan,Kenya,,Medium-Light,15.18,9,9,9,9,8,,66.93121693121692,Taiwan
